ESTIMATED_CO2_TOTAL_TONNES,OAG_SCHEDULE_FINGERPRINT,DEPCTRY,ARRCTRY,ELPTIM,STOPS,DISTANCE
19.362,0903bd1bc4850836d0d6377a0eebe0f887d02d5334a5ed1c5823bee8108c5bb3,US,US,244,0,1055
18.737,93f8c5febf9a11adcad0f63d8574e25c31f13d82d72e436b3edc2b60f3f46d8f,US,US,251,0,1007
50.575,07f766144513e931de68ab14a78ab51670c45383ec42a21372c36945486ca351,BR,US,610,0,2839
23.583,f1a481ae95755a0abee6ec1d5515005aaef48c78d3012347359096c86f2b431d,BR,BR,305,0,1305
1.188,b79bfc22e4ff2913fb658593ae86baeb22be523716eaa42e139f0f745dbaddbc,TW,TW,40,0,82
12.874,606a0c2c79cc158477f6d64d8e4e6fa30574db4b0f5972152a02e695d73a298c,CN,TW,205,0,482
20.335,ae82884faf8075331f4ad2fe76d04c066b0af387f0a388e8d01b72181c2ff8b8,CN,TW,240,0,788
1.817,846c463552ab664d6d13660d7099a386fa9d28f31fa433f44e66be4916610a91,TW,TW,105,0,128
4.785,fedffa471702fe399e4f5f3bdc487e99edb93769d7c47415488630e08e060be7,FR,DE,120,0,279
10.693,6daefeafa00d0c0967f7b3cb69f1fa046d476c0b1d85907b5a3edb71cffc5ec7,IT,FR,150,0,546
13.668,979a92a1a7c961458ad795d5c97fc28ed92fac803711cb6b6bbcb8ddb342a39f,FI,FR,325,0,1178
6.077,963cab2d85744cb223739948c9d20aeaac6f1017f4e53409dd9b1cfa4477ac02,FR,DE,110,0,244
13.468,0334c4ed5725391d151771bb50a46c41c6c98e8b43b5006640677c79185b7039,AT,FR,205,0,644
6.164,ba82392583a04127103d4787f18011696dbdbd972ec868243baf382758419f11,IT,FR,135,0,400
6.795,3a23c01f5ab5657d7757482d9d75c52e3b6ae6d9a6fddcd253a306547dbffe0e,FR,IT,135,0,519
5.839,ebdeab6a672fa7bc5cfc6a99587553cef63b4559aa6d130c75f2f8260dd71f97,FR,DE,120,0,244
7.713,fa5137931b1c1efccb9b01f225ab94ed40b2ffa69fa464e1863e8d63558ea35b,DE,FR,140,0,385
92.912,86f0b5602b38584042e46d7d8620329244e2962d13a9b62f54b05afc56cf0449,FR,NG,620,0,2932
6.795,c595f2d14a43fe4377de47469e797f2a2ba4a6e1e660818ba5fe1a84ff025624,FR,IT,140,0,519
4.65,ef1a969507bf904bca7e59b90dd5afa533687e85cf2585e372a226630ce36733,GB,FR,120,0,216
11.259,50bc26fbfce979d2801e09db919236901ba3d38a14222b27d6cb4858ccacb2b0,FR,DE,150,0,532
6.562,85f1b6b250451e9cb2039f7da84fc7fc22993e64477f60cb0066f6d1dc1ae44e,FR,NL,120,0,248
7.199,585048996ea308cd5261d5a340026fd3e58efdbf087ae7eb33b3865d8bda7459,FR,NL,120,0,248
7.805,dd29498118ef8580182a136e4f585dc918eebb72c53b5219ff9208ab704c92d0,IT,FR,135,0,356
5.164,9c32885e0a466578589ece5db1f9ee7892ee4b764f084220422b9304385351c6,FR,FR,120,0,360
4.65,aa45a2b5567589ade8d3f221a1a66a1a9e094ae0816a2b19e05d52cdd8e34711,GB,FR,125,0,216
16.834,d6d31ad1ef5e93a46e32195f697db53bc7fbb7a6c9d02462313c12b7f964cac4,FR,HU,215,0,775
3.842,f9dd8fd3584c1d8826bbcc4ce901c3acb896df951bab5b7f8733f571ab56eab8,FR,FR,100,0,229
5.189,878987cdbe7bfb07b7d4c6ec67ca16c2010af07308b7322d600347cfecde6e79,FR,FR,100,0,177
15.936,22f815d7c411cb079e335d07f84d412a29a8981954ce7a78da44aff955bca543,FR,ES,205,0,660
9.656,2aba266e1f04e371a17e405706a121b92334154b8a161d9b1581e5d0087bc3a1,BR,BR,150,0,526
9.527,c7fa3969bd83a94ca6bf77d5cff455b01ab9e0c91b5d8a95c814458ab50363f1,BR,BR,155,0,734
5.789,50495b6125d04c8567113422d28227873d955f378af0a171394bf55fca971e2c,BR,BR,110,0,224
226.896,fbcce742944d055eeca2e90df511eaf4af3be225fbbe4dfb9a7e3dced3f57f58,PH,FR,1500,0,6669
,f2970290540cb90ee0b9c6f5d8a860b73a594c83fbcfb61bf84192f6abda72c4,US,US,145,0,499
4.513,f3d1fa6ff9370a623fe5d2b0319caae9246a911895f708a02a45c07791a34e85,US,US,57,0,151
6.388,1ddb7078c5d7e986625ee50b82d350a56224f873282108dda92664c37262a670,US,US,113,0,306
8.745,38c44dcd5a652d1985255360f795763eae06a2927cc12ddf93abaa09b1d42d6d,US,US,128,0,407
6.42,fb711c72a90056435b1485ec3607712062fbb76a3ad434e381476c5b62f2a461,US,US,135,0,488
4.315,42887e6ee359c870c76b826a85d9df541327a232dd53c73bc265e1574dbadd96,US,US,113,0,207
8.217,911ed369a163ca43d94c5ab0f459e67dd1c04621b57e16e41b20406bf2493270,US,US,158,0,568
7.05,556175f6dd7b8ea0e9c2065e3f7deb62f68d2cc39ad533f00c50008fe81260cf,US,US,142,0,534
4.151,372acbf2a11ea3b2c3b179cc31b22451c75ccd3f6f8b1c2997d36e502f2e7215,US,US,116,0,207
15.758,791373afc64bce9043b1f6924a1a4b13d7498b2ca36ae7aeda867f04835cc48a,US,US,355,0,1530
17.707,d2c9eaa6770e2a5618d35ae5a2d80beca19817b8097a7d6b9f7c38130bfe208b,US,US,209,0,596
5.033,5a76f3c6c6454c36d76746b627df33fa707e1155d245af7bbacf86b31cb74aef,US,US,120,0,209
10.838,b4f2e65aa26672bf4a5da3f457625bfe44f89db5aa71440e7f56c7ed468960de,CA,US,229,0,797
2.508,5e8c409f9c7191d1dc482ddcdd461cde7a530cb7a3c10b6f1543241854b70786,US,US,53,0,74
13.645,4d57993b15a4494a30de3b2e6e7710507c67cd19800e7e81c5b29dea05bd37e0,US,US,135,0,407
3.194,b8dfe905400f56271dc574c7b29f13848d4aaf4825c6c7154b406d45ff253245,US,US,105,0,129
30.22,7375435daf88208af584806f060ae08c4b342acf0deb38b6a4d6c7f31f9a302d,US,US,413,0,1533
32.289,ab47c67ae08e5bc5dbbee00c4f509565571d951dff047d7c999d01e3ceb67814,US,US,253,0,1087
25.544,677b7b31c5141b64ce524cf2449c2fbddc631085dd8035b8b8239be2d0c8a46a,US,US,348,0,1445
12.729,f1b14a0f745cdec9e43a83ed0c3749bd32757a4210e1305757d4a2d364767730,US,US,125,0,425
7.45,d8eff0a3a012f018be74c7d459e6dc2582d7fe70f2fd55344167fc8cb0016603,US,US,154,0,520
36.179,9242ede517dc1f9f3ed10daf3a42a09073582e22852955ab8d51572d3cf88ecb,US,US,511,0,1922
44.281,ce19d47f14a03777722bfda6927786e5d3fa8bdb61a1ae20afb66ac6a492be03,US,US,635,0,2489
8.371,70851b767bdc76add0ee773d893148f7a7b408bab70f718888a664964161449a,US,US,200,0,649
3.562,38aa58e54064edcbee306746a9a92c52c8e1c3e0b8322111153c48fdbf60b60e,US,US,107,0,147
8.734,cb3d8373deb44cfe345152660541b101a2fe4e74fda091261f7b9b77e137393f,US,US,141,0,439
4.612,8ee4e38a8a2aada19e8868bc7478b0f447ec14cc5101efb12bbb49d52a9ce58b,US,US,121,0,337
7.179,a113aace60f91f509dc62b8fa3a5b80c2a5e0c28cd56fb017b91d3c3721b407e,US,US,154,0,587
9.779,b7ec81a5e7dee47eb573a8a381c50079591eb5324dfb29ef20622b25e63caf8e,CA,US,230,0,720
17.696,5c1db6b739c9c5e72ede964d553dc53ad859663ffca6eb6e69ba95b22ad72033,US,US,212,0,596
29.258,2f9b22e8a3caae718ff7b37743bacddd1b2110eb5c519a6193d884cf988e6b9d,US,US,353,0,1587
153.061,2c9e5f3eb39c5dddd6e4efb53235cc3df287b49a1e858e8e5d31d5c8c51951a5,IN,NL,950,0,4262
163.33,6e7aa8dc649c646c8b84bab848c452714d3c3a33c0a42ff019aba305b6fb7271,IT,US,925,0,3985
127.78,01b4f508f7fdfa2bcf208ff0362d1a9e3a2e532523b2c573d773235fcfea8175,BE,US,845,0,3657
149.019,27b583b4aaad78ef9506ebbd9406e85dd518375b6499bde9a5423ed518d91ce4,US,IT,920,0,5024
137.3,a2285f024741a8a503a0426dd46998087b0d6e5020230c5626e083771d9916bf,US,IT,910,0,4744
6.915,8a8a93c9b424d133dbb472c0e10243a31d04d528fe041b5931ecb96d782cac42,US,US,113,0,259
11.291,04b0a47de70e58c5054e123a83941f640f335087a600fcc12505b0ca9749092e,US,US,254,0,1026
14.091,2c8d09e81b897877fca94c23e9c42d8941ef1d6c9f383c0236a638d77c3cf637,CA,CA,234,0,935
223.731,7d64886a15fa1d4930e770c25dc2742ec0eaa28997127e0cb2e653df2b721755,FR,AE,640,0,3263
21.45,1743a0c09518b6b1f7dab63d59945f804eca8cc031b1d5e6a2f7c934ee2d81ab,PH,VN,230,0,1001
46.142,05bdddc37ab5e5c03c3b493aa00f3b3fcd5f9026fb3ab50c1e552d3e353f56d4,KR,TW,250,0,909
10.711,0417379428701690d19860d0c9e2be1c8f2fe2647321a909896b90433649d0b2,BR,BR,120,0,423
8.171,37f6d9e880e56c7ead1d77c4edb28e5836c89f279fd743a283ea5b33a9767f94,AR,AR,130,0,408
9.406,820cf192183c64c8554374ee86b3fcfd6122235c1e9138fd4c7655696cbe6e75,FR,DK,150,0,624
5.264,073df95b2781169e3e286b3e2744f596d8b505178db2117fcad58028389db9d2,FI,SE,110,0,248
6.188,a3cbb066983add1770edd2ddfb10766f0353262dacd251d964a7d14c46d7ee3f,DK,NO,125,0,422
1.652,8463e11a0573e249269fcdfb025ec41b10f176643890b596f19fc2668e433360,FI,EE,50,0,152
2.073,f7908964dd24fa62912d56c0982d7c1b2c79174593d3b8106e03e9cc8413c1c4,FI,FI,110,0,216
3.832,08cfb62ee92642b16ecaf437f9606e59658a726262f83b0e0736ecdf1fc214eb,FR,FR,50,0,210
4.559,09c43c527cedf381bfd835b883aeaf7681c782b88b8b9c178e03f3e4c11b4c14,FR,FR,55,0,224
20.855,3b2c6ea5692ce3bdcd79ac72dd31a0c6efa31946500458bdab5c616b5fafc3ec,ES,ES,255,0,1098
3.308,2c0b0141d1b6c8895f4a6635c39a5efa2ee37d064090bb6280c7a7aa8e42153e,FI,SE,45,0,161
4.935,ed1bb9c352311f2d43ec424a66d184fdb61f6becb4a229c39cebb6704e3486fe,NO,NO,105,0,226
170.91,848606a1bd6342aa76ffc8eac04c62e472de8462e145f6310322fec485a5e5d9,FR,VN,1120,0,5690
17.372,5c229f23a12790af9cfbe4901a33e4589144bc2093584f83326f8e58000c4354,MY,VN,200,0,652
36.948,1e0be4c220bd01f2ff0f82f147b32aa51d44ee96c078416aa7d10c3364f3be0a,CN,CN,230,0,766
14.086,be94e53b48e48f117bfe323ba637c15ff7c8d41883838092dc799999b5ce80df,CN,CN,135,0,383
11.091,abb0a937cef409a160ceb8c26729e311cb3d3c612003ecc4b7e0c2aea2d8610f,CN,CN,155,0,474
15.925,e76265a325d0726c80310962c3eb80dd6cc0cbab59f12a57f7bd6d9f3ffbfd04,CN,CN,235,0,791
11.876,adb0d78e0baa140eb4fce99f29795eaabb548d666343d92e8b28f1103897e108,AR,AR,140,0,618
27.369,e8a626a6dfd2626562a6645e1705601bf85d27f58d152003d9d4dc0500a9ff4b,JP,JP,150,0,543
48.791,582030bda1c1442c55a9def9bad159721d4e01f4d4f59ccecd569868614e34a3,PA,UY,716,0,3396
5.633,aefb6cc20db1cb5afb3cdaf9cc118cb2fc24bfedb9fb865259de9eefbd0a093a,MX,MX,117,0,229
5.93,b9116f049e91181a7bc0d904cf4b7db1e756928ba063a81366778a18db5d8607,US,US,140,0,301
38.219,20938e4136118c59c8ded82f23ff562ab0b8a3d379ab91ecec9d6c68ae9995d8,CR,US,400,0,1594
15.785,3005035e1a7721e4c29fdab698ddc1da6a0cbd9a6e2fc56603bc7da776fa0632,US,US,225,0,861
3.432,8a7108835ea2b334317fd21a23f8bdf98fe909e562f973f7ff5d1787f42b21f2,US,US,59,0,152
62.43,faee1e91c3a5bc97e46282e67a1630a6058804b4a9d859a185fff7e18bd62b9a,US,US,407,0,1942
5.81,0625869f149cd0b027669141e5ae8043520f89d0b4335f6908bdea4f28765b36,US,US,121,0,306
22.076,291d595f5a56fb4cf4c3006020d0a04c952eb34bd2bb3bcd907c48d784959fdb,US,US,313,0,945
5.771,135cab4e1bee2e0b253c6b36fb178cc00d6f19258da816604d9019a707116c70,US,US,116,0,240
4.733,21e661c81c0a878247d6944229e5f82aaada908ae53d93514bceec44a98ffd47,US,US,113,0,153
4.465,c2d94c9aad28b55a63b3854b147c5042a6f32061cfa4fb1aede0d7541dcb5a0b,US,US,109,0,238
13.525,3b58d66eb4561c6f89325750c01fd983fd42fb45be589aad07dc7a192491dd97,US,US,129,0,445
8.542,e63691ec83a416212d0f99377ed67169b3aa2856bf51e60d84e4dadb9ac914ef,US,US,221,0,612
17.915,1b3c78535ca14554f3cb28759110b1aa7ed58ad7a0e51bbd7753478692f0d9a0,US,US,151,0,666
9.178,584380469f6af43e01fb1e7ec6bd5412a06531c9b30efc9707a1c6151d5e15d3,FR,FR,125,0,390
5.016,801bf6dcd61a63d0ef86d6b0f1b5f005604d4f4d0c7972409b5cd14b3db57e32,MX,MX,114,0,190
5.566,3792a9ee22f92248f5ea2da56789f95a239f89417779a533feaf9bfac92e7e08,IN,IN,100,0,167
8.987,e4ccba57b7df4be77925ebe514d048936eb5f5380f67a6d17951b22731c08432,FR,FR,120,0,355
8.933,ad1425312a824d5b001db26d2da1d4fa60de0a975c5db75949b8a2cfc86e51e5,FR,FR,130,0,419
9.847,ae9a3a36611c5fc16fb4fcd6e1d01641a495b3964218124d07c3e144d68ed5ee,FR,FR,130,0,419
9.847,fbb19f0ba83251537ce15a9bc5cbcef0226dd23b63de87793df62980ac80d14d,FR,FR,130,0,419
9.847,d688754dd5b2cb29ada4f73ef514f9eee03b45ec17ae32b9906c4d0c9988e0b4,FR,FR,130,0,419
,64aca0301b4814d409d8c9501d4c69477b2adf680bcb9c1796f9f7a66d470a10,FR,FR,117,0,115
,0d5786b6de189168aee3ad89271b4569e311e582963c9a1e5791ae613b1569b1,FR,FR,32,0,67
290.367,ff4d1b46baaa8af03237c5db1bddda23ebf46aa9646a72d47089d5a5cf413ee4,FR,MX,1205,0,5697
3.036,ef5057b516bca109b6ee95fc59b68641b4979dc084a4caa200bcc34d74af22b4,US,US,103,0,95
2.571,3a4f00f38b339179164457237f9a8851fc54605629d72b2fa58d3429fca95dde,FR,FR,115,0,250
114.722,5cabd6863a5e39eed154ebf1292df13fcf48a80eac43a43020a6e3b51324e5b7,IL,FR,455,0,2041
2.296,1ab64b7017ea1e23927e426e1591eba409f16920ab87e665c03a051d3648a212,ZA,ZA,105,0,236
3.931,262985108fc2e6bdf6571600435a1a8b346c29cc28838feaa14fb5651104089d,ZA,ZA,125,0,477
118.452,0ccc3e2a1015926fb68719496335f67ebd08e2eabbd8924b7072ba48b783fcbd,CG,FR,830,0,3759
29.255,5f3f7cfbacbb83ca5aeae462754f462bc5c9a84a762dd5cc12eacb0257420819,AU,SG,445,0,2075
10.26,54262dc4b5d9368ac9724447321433540e2029a5aef0cc9abb7a154294b3fa84,FR,FR,135,0,431
9.944,157e89a5e90e3c97470d22c8c25d95c2503618a3a71e4bba1aa466763e9afbcb,FR,FR,130,0,431
8.133,865f5e0bc344202de4be5e601daf4be49e11b4c1a7c289951bd4b2827ada0566,FR,FR,105,0,256
3.83,fcf938b45053ea8213352603716a5251ec6b7c5d9c64f4270d40e8147728eaee,FR,FR,100,0,225
8.778,25ce46478b0495a5823dd092e7a9962c2fd58618b51b7a3876edf3dd625c1354,FR,FR,120,0,376
10.064,c2a3e8b812d3161e176daaf9d7381495f9d6a0329f7a97d77fb488a20850ad63,FR,FR,130,0,376
9.233,7b8635d3316732d2e11ecc5930c51aa1c6a78c4fbc04a27a95d11c74b49badea,FR,FR,115,0,327
5.677,0fa3536265cc7d3330673ad453996c526ad9aa0e7cfac2198152d0a69a4fe9c2,FR,FR,135,0,381
,f2bb7a87236dfc8c1c8b902938ada28500dc59b7f3a5ea6cded7b73be9a08880,FR,FR,53,0,108
,1c27182399eb03b5307c5b1550481e397c1c30dfb410a9e5f67934f8ef969c2a,FR,FR,204,0,238
10.699,8772d7114e70c41aee638733909fdfb77870b4ce4308ea0aa1e4373e4169d17a,US,US,159,0,527
8.504,1b68c001227732206ac27cea47e4b51d2494ebef99a759e699a04b93664c9760,US,US,123,0,338
16.459,e45ca46cb1a2654cb3c3d843c9490ff47c15dec3b7e240ac8ebf2979024c1846,US,US,211,0,859
18.454,0821a6d927fdd3e02ac2fde747ed76f5d24452831058facfebe52f328f42a8bf,US,US,243,0,1030
6.822,ecee97c11e243ca8680d02a107bb6339d8f30aad95602adb4c43853625dce82a,US,US,146,0,460
6.792,3bff237f4983ab0fdf27be574373a19db1d69b88e60dbb75622e4d252575ecc2,US,US,126,0,306
26.957,eac0a06aa8e0dd8c134a731adf717fee986c433eccd7861e1e064676ae6665a6,US,DO,404,0,1554
2.652,75346d8a588a932411754decd019e6339ce9d1c4723d1abbc6564d4e20495cc4,US,US,54,0,74
7.948,648f0a60299d4654e2815c547686d00e03ba423f83272dfdf27cac0c8ddeba1f,US,US,138,0,452
6.518,6a456eab0df63853703eb1a68080c42ae6425f3479c85ee1bc05822fff399e5a,US,US,138,0,447
30.633,eea9ee4b5bca07a4e6ddb057e60cd6a710c521947422b489021b82a4fbff8375,US,US,334,0,1584
11.596,7db51e195f83c4f4e7703ffda63c68ac40225c812fbd602579f701da933a24ce,US,US,215,0,708
13.303,375fa39ea49f3269c1923c8b4e893647f57f95d0bea69ebfbfb3c012b92a67c3,US,US,131,0,404
15.613,fba9e4b2bb1e89814ce04a07dcc4230e1d13e5830c1f6225565bf42ae3fbaccb,PT,PT,230,0,937
15.242,34966168b64168bcdcd88cc2fc066fdd681ec67da3b7c6ca6f8a4c6ec2bffef4,PT,PT,225,0,988
16.668,384ed8f38da91ab1dbbc44531c77f94fbd3fca15d642762332afdf4e319ce718,PT,PT,230,0,900
165.969,d15ee8186f37e8ddc2558d8536aedb265fe7e2c5b4175131d2edbf233daab7f9,HK,AU,905,0,4594
139.188,551b582250f33173ce599f36d8db0e2165f2c7627df8b3253de2d4fc68a55d32,SG,AU,755,0,3911
4.311,1c3af7d8fd441c2745c5b40ef51df3b916354f152fa4dfe20d8ae5dc68078e3a,IT,IT,110,0,249
5.488,a4ef69f37e533e2f9f484c37d7d2434a21b0c4884aeb9a35c092e373cab5baeb,IT,IT,110,0,290
148.574,9a54248b780383b8558f969d4c79413c0333aa80aac41a7bebfd943707942c30,US,GB,815,0,4228
22.563,c48e09a6dc3240975db6b8914f6013dc609b41fe43499eabcec7967987e88ae7,US,MX,348,0,1553
2.874,8246bc1236a35c63d441c65628fcd6e02183d2ffef92d72aef4af211338f3e58,RU,RU,120,0,323
17.567,9f8916adf9e3f08c3dfbb148a55f88fdfba5389924823c5db1eee2d39463426b,DZ,FR,230,0,852
40.472,4ec056da4effb40db130afa265a8246087d6429de5630486d47134f1fc39b3f3,FR,DZ,210,0,832
8.921,da9e3cfac03a091bcecf805511bb3025ec7b102cde0e568a11c73f1039136ff6,DZ,FR,125,0,478
18.149,e152044d7cb38203a5debe4629d2fd55e9b51ecd6eca762ea5ea49a72f7eab0c,DZ,FR,230,0,852
10.043,9f140c30d1eda8679cfd76f372f068bf8c2066b1c848cf65ae5c258190f30e03,DZ,FR,130,0,500
9.867,a8dabf1085b71d71bbb19a223b981aa1787d826ec6c558481193b2dd4a5f0b22,FR,DZ,130,0,500
11.063,316a02709be40ecac2129131234a47cbb8b0be40ab780d26539a7a2e7e3e7b80,IT,DZ,150,0,597
140.427,693eae441ec7ddf3c5bf37cbff4f9da561c41a6096722dda37adcf7296b2cc7b,CA,DZ,750,0,3899
97.724,443a3b9edf6880e57e61c7110264bc64a5d46c4dd2b8bf537f2440f7680fd0ef,SA,DZ,525,0,2118
120.333,822ca59d2a928238b316c56fa01049fc3945f083bbae399c86b64592091f86d2,DZ,AE,645,0,3149
126.892,fd64d54bad5c78d2ee9297cb6ec99307b85550b83424fa8624443073f58d76f6,QA,DZ,635,0,2941
5.135,3ba0eb59068799c1cc26f2254af0dd72ff2718ee829c88df1d7cf4e8260ec3b6,DZ,DZ,100,0,191
1.231,caa7a7aa9f503a9fa4bd65f665faca2e18e2bc7da291d3a0e6ca5ab272dd8b64,DZ,DZ,50,0,147
6.777,a24d79e5cd302fd1f3a1b62374f533ac5d80d828b5efc4f5bbbe159cf14caae8,DZ,DZ,105,0,446
2.077,ce54c163d8e75da13218daae2be2aff2c453c47c48f9181e10c064d116715869,DZ,DZ,115,0,226
1.394,f202ac405bb1a097d598df72ea21bdc2d50079f886b76646a260aeebcfa13061,DZ,DZ,50,0,123
14.629,f17dac7525f715cce166a47a4a57ecfd597154f84afda3f672b39d2af202009e,DZ,DZ,215,0,933
4.114,5b9e6c3e89a76007dc2339ead678495bba0e1cc717c5b902620fc7fd18a8fc90,DZ,DZ,210,0,487
3.341,72993ed9982fede76a9081bf2a6ba34be573682e26aa44638138c88dd04f702e,DZ,DZ,150,0,438
291.453,72d57709e07bbd0e7170ff365089846b1cef104bc924ad9e0d13f11b3ac9f684,IN,US,1525,0,7492
245.308,a47392233466f3c5fcfe44ba57c46629822ce66ee1822cf2ca3087e2ccca0e5b,IN,GB,1020,0,4482
11.359,8acf52454b66f99a17cd14f4fce69a6f9f185be34af6521ae553f11858223b9d,IN,IN,105,0,257
14.62,89f321daa27648bd230b2dfbda41b8d95d8c19c4a379c2fd5980a74eaf48e45b,IN,IN,250,0,1063
108.775,b22054aa66fafae2b2a83637a8257c6d37aa6b605bb667e561668e4590d87b9b,GB,IN,755,0,3924
14.978,7adf50e96548a6c0a33056af6a7c00cc847ba4887ba1af0c9ff2e275f2b15a87,IN,OM,255,0,988
28.619,36dc3612dd905f21489c3479e2b9397c96d3b9377368284e56015e4dcd89cf19,IN,AE,315,0,1225
12.583,1d1333c53b14e1f40811c34d420c8e1f1830a18f70ec75adf8672d814e8dce78,IN,IN,245,0,846
11.77,a9ba72d92500d9ed9403db314727f2d260d3fa5265164d51b8c43aa63cdd628c,IN,IN,220,0,788
6.828,b427eecd3c95514ee4ef49c4d27d00effe9e6c7f9c534dcb57eaaa92dff0df45,IN,IN,130,0,388
14.562,4e456b24e2fe704952e6db657324467748b2199d7a2611e3f3497a122a8b524d,IN,IN,250,0,1063
8.558,743d586f759df5728602c660bb6005dd2547d0d8b8b3fc28010e11a2dce2b6b6,IN,IN,145,0,518
13.391,0b9278275e30f8cafe91c5bdae41d88e320538a9297108b85a7b261718179905,IN,IN,245,0,935
7.571,ac9b1cf7c1fb6689e73c8aa6e22dfc5ede8c43f222bb2888c9d0986bb177a045,IN,IN,135,0,387
13.078,341cb514aac71545f75e28615c7895baaada0b24d15d00163572c0d3a03d6b74,IN,IN,135,0,470
28.454,e15dc0f4ebbe099c2bcc559c3fc7d8385292ba7719a47ac0945d18b17623b5d1,IN,VN,515,0,2269
5.815,a84387cb0e253645f14a8a092c111c8326dc042cbde4967922893738e54b1857,IN,IN,145,0,276
17.051,4ae5db5080582aaefe57fb2b35eec327fe387ea47ed699a68167ccffba2877b3,IN,IN,140,0,470
16.884,b2d38a09f90b0d236fe253e6affdc15c2364917869b9ee5b223991556e34ebc7,IN,IN,140,0,470
4.959,bf21f11b62fe50ce4c26f6155db9a0718483a795d77d86005135f98b40438bf6,IN,IN,110,0,252
5.027,f7eb91968c64cf1d42e5f92ed6aec777da0c013c101a362725f656780e760369,IN,IN,110,0,147
4.976,cd6a56bf54b86d5dbe4ca6add6887cb35fc127130b7e4b8ec4bd1009b3f7adbe,IN,IN,110,0,147
6.615,046c46bfe8a29a7fa1d2faf291cc4adfa5dd76894fb8b7d20c3c80ca115eb8e3,IN,IN,120,0,386
20.471,abdc5277d9fad8fb5b7704219cd298ea1f22995254879cf104e29f312803764e,IN,IN,225,0,864
17.569,13b28c2dddf500dd8501c9ee78cf3cf661913d2674b6e63dc3bc2cee8642690c,IN,IN,225,0,844
13.078,1d96d0465b38465572296209af3bafdcb08cbf536a88fed2308aeecee8f2b9a6,IN,IN,145,0,470
11.352,28a303f470eea81e5d2794b0956ba5534dd12704a3e023f5fbdc653278a210d2,IN,IN,215,0,836
8.706,c863ace66341a72f2d9dd93cd1211d2fc975e01d4dee91a4e8b996a0b937378e,IN,IN,210,0,566
6.426,01e2de13368b13d1ad31afbd9b46fea37ace89cab384269a6dc73d030a561445,IN,LK,55,0,221
6.437,1443a54a3bcbe7186736afacd3124dbddd5b4426f0ea83b4f4a8696eb177e8d7,IN,IN,140,0,276
7.479,bda16128d6cb6565585c0750565eaa6291a4c6291ec6e69a938f0f4eb0e2a0ab,IN,IN,135,0,412
93.344,2764c58550ac332aeee7e72fa3b7c928d9d6915e25f765626209f70f63dd33d3,IN,ET,645,0,2829
26.174,0f60affec83bcf8b03845c086e6feb784f5aad0fd09e3ac39445037c591440bc,ET,SC,350,0,1489
61.119,a074575d8dba3a8d0ecf6125d873472cd6811e3aa14ecb6ddbef58e000758b5a,ET,TZ,235,0,1051
6.256,b3c11b619235b8ec6d05c2782fb7c5a8124e7fa8cfd09457c02558df9e52a67e,AT,PL,115,0,341
31.895,d323b38a94f6b81d193f0fb67ec5db645b3965cc189dcc6062147445d7270359,ZW,ET,435,0,1932
100.019,302b7b7b6ece6b3072a4c41384128dee3ee8ea0d8892b8b1b4df959c62ec3bc8,JP,SG,655,0,3046
5.873,cb10d18f34d73761d052b0d447ad882bc6f1662c3de92e8e2aa63b5caf6f0477,MY,SG,120,0,184
7.834,590fc226f529aa29f5a7dfa37232bf3e2f90480257a10c1dd817b074351fa5e0,SG,MY,130,0,374
292.78,421433728ba957241ff3b4d91633687b853e252c819f73b161a19fdc663a4248,AU,SG,810,0,3911
14.36,9c22570e0f75313b0e54d97d3317962f7a84e786aefb122a16085c94c43220c9,IN,IN,210,0,719
175.933,75b5e9bfc7678ee73e3d6431c7e30300ad98bb12191784988859cfb892255727,DE,IN,915,0,4719
8.569,cd307c6406a2f4628c482c1d152e888975343c7dff6904391f87d46334a26087,DE,DE,105,0,256
20.704,38b6d96a00a4074f42c0ac1fb5ac8dfd2bf7d2aee6a16c784c60200a270d819d,IN,IN,205,0,904
21.611,7094c08e8744e10c5ee3c880eba72a18f18b32a9f98388080f3ad63e299b4a9d,IN,OM,335,0,1391
28.475,55f37ab403b9f4338d731aa960d8848ebfcd561e755bc4a05d3de1efd1724a8a,IN,AE,420,0,1724
26.417,447f64e65542b0706de51361dd2ab6bb292691747ba0cad9f1446a076dcb4d27,SA,IN,450,0,2187
9.633,48bf3507276bdd2762efd7cacc82ab73d79ef51cd57cb0ead127c014374fda39,IN,IN,130,0,449
15.33,4f43bc2db947b7868e95ba0e50b4007aef77e877001a584d596684c9fc980488,IN,IN,205,0,719
11.633,fb871ac9c5ef7e2930ee0794a5f818956de1dd0d341e5aa4f46f53df75655601,MY,MY,135,0,576
19.31,4086cc62be477e875ed199f4dfe9c1deaf76206427d963b9a75185baf7694bb9,MY,MY,230,0,1012
21.33,a1013b29d81d16b43ee34c74bccf5f853ebea54b39c30658bfc12d5043c9285c,MY,MY,245,0,1147
13.279,560117b3fa86b95c1db0df6a8c241165a7da3dea1569bd5c6d357f507470408f,MY,MY,140,0,602
13.117,d7ad39f6a60a12692eec2bdb20794012b91dbe561fa2b8c0a4e43a81a6a1e0cd,MY,MY,150,0,602
10.573,fab665ff8b948cd823db8a133ef92564438b6276ca806b485e73027e2c903f10,MY,MY,200,0,710
5.632,11adeb96eea1db1fa22aee88d6e0f6812f6dc047436e6abbd9b860daa41726a2,MY,MY,55,0,155
